EmbryoID,Path,Line,Condition,Cyt,Mem_tot,Mem_ant,Mem_post,ASI,Dosage,Total
0,"/Imaging/ring_ph/201111_n2_wt_tom4,15,60,eb,20beads/10",n2,wt,-6.367506499999999,1.4465397499999997,-1.1501280392156865,3.2109335882352945,2.116192684712869,-108.0694341163369,-6.1158085835
1,"/Imaging/ring_ph/201111_n2_wt_tom4,15,60,eb,20beads/11",n2,wt,16.122333999999995,282.3499940200001,113.59246813725488,457.9675422941177,0.6025177896839795,57.14176285685148,65.25123295948
2,"/Imaging/ring_ph/201111_n2_wt_tom4,15,60,eb,20beads/12",n2,wt,0.11200451000000002,127.9787231656,74.95219813960786,182.7465163027451,0.41829590961056484,15.071785970722622,22.380302340814396
3,"/Imaging/ring_ph/201111_n2_wt_tom4,15,60,eb,20beads/13",n2,wt,-5.516979699999999,-9.278869400000003,-14.84948647058824,-4.016329921568628,-0.5742214555593421,-154.40768332575425,-7.1315029756
4,"/Imaging/ring_ph/201111_n2_wt_tom4,15,60,eb,20beads/14",n2,wt,96.14680999999999,278.56882846429994,254.21155890196079,305.50547593,0.09164258694295191,186.10853678093534,144.61778615278817
5,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/01",nwg313,par2,342.07968,1839.7968880000003,1653.2153039215686,2037.6014529411761,0.10414663591869623,829.9940373482715,662.204338512
6,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/02",nwg313,par2,348.1754500000002,2015.6563070000002,1871.9754862745099,2158.441131372549,0.07107593886045376,865.8746523274384,698.8996474180002
7,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/03",nwg313,par2,324.67175000000003,1808.270878,1962.554043137255,1641.9774490196078,-0.08893710453499798,806.5840347376904,639.310882772
8,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/04",nwg313,par2,328.6521000000001,1821.1972620000001,1716.3742078431376,1909.9263647058824,0.053374548797175965,820.15959322623,645.5404235880001
9,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/05",nwg313,par2,377.74414,2283.300521,2014.5199176470587,2534.794319607843,0.11436325890618687,965.0193464078951,775.038430654
10,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/06",nwg313,par2,318.0405,2547.8621809999995,2253.500250980392,2841.492756862745,0.11540594952283706,928.2836511504611,761.3685194939999
11,"/Imaging/ring_ph/201111_nwg313_par2_tom4,15,60,eb,beads/07",nwg313,par2,309.2933,2255.683832,2027.988405882353,2471.2429039215685,0.09851782838400741,850.0872483840284,701.782286768
12,"/Imaging/ring_ph/201111_nwg313_par6_tom4,15,60,eb,beads/05",nwg313,par6,241.4383899999999,1589.2805025999999,1375.4130313725486,1804.7266796078432,0.13499836084338043,646.3494068298359,517.9731974523999
13,"/Imaging/ring_ph/201111_nwg313_par6_tom4,15,60,eb,beads/06",nwg313,par6,357.1463300000001,1934.383254,1687.3057098039217,2166.5827529411768,0.1243619393167049,879.7079310054069,693.7290161960001
14,"/Imaging/ring_ph/201111_nwg313_par6_tom4,15,60,eb,beads/07",nwg313,par6,265.12539999999996,1818.9419559999997,1536.2700254901963,2092.898831372549,0.15337638667039966,710.3373015649305,581.6213003439998
15,"/Imaging/ring_ph/201111_nwg313_par6_tom4,15,60,eb,beads/08",nwg313,par6,261.6548499999999,1799.6347598,1406.519738823529,2172.5413784313723,0.21402865570381013,705.7024699166672,574.7912982051998
16,"/Imaging/ring_ph/201111_nwg313_par6_tom4,15,60,eb,beads/09",nwg313,par6,259.2866199999999,1334.8614420999997,1179.871214509804,1494.0091484313723,0.11748391523995759,629.3130439797886,491.5525109253998
17,"/Imaging/ring_ph/201111_nwg313_wt_tom4,15,60,eb,20beads/00",nwg313,wt,233.1514,1353.0362849500002,923.3746175490195,1791.6262549019611,0.3197979220423318,584.348488199339,468.5797135813
18,"/Imaging/ring_ph/201111_nwg313_wt_tom4,15,60,eb,20beads/01",nwg313,wt,223.5854800000001,1480.7420381000002,1044.785398235294,1924.2093607843137,0.29620259849815783,601.5014462949886,481.23459462940014
19,"/Imaging/ring_ph/201111_nwg313_wt_tom4,15,60,eb,20beads/02 bright polar body",nwg313,wt,261.07703,1748.6133567,1134.8709739215687,2358.846537254902,0.3503361560909866,704.2064125826142,565.3357540658
20,"/Imaging/ring_ph/201111_nwg313_wt_tom4,15,60,eb,20beads/03",nwg313,wt,293.3535999999999,1352.2114374999999,800.3286101960783,1899.5652456862747,0.40714068558482447,674.9644306690132,528.6383901249999
21,"/Imaging/ring_ph/201111_nwg313_wt_tom4,15,60,eb,20beads/04",nwg313,wt,263.7649200000001,1256.42149837,819.8375517058823,1692.4862784313725,0.3473472313789322,607.6208772288699,482.3822607163801
22,"/Imaging/ring_ph/210701_nwg373_wt_tom4,15,60/00",nwg373,wt,323.3111600000001,1236.6134851999998,1136.8120378431372,1323.4815056862747,0.07587284384584082,727.7997595211956,538.4819064248001
23,"/Imaging/ring_ph/210701_nwg373_wt_tom4,15,60/01",nwg373,wt,294.13349999999997,872.7326957000001,648.330221372549,1096.826388627451,0.256994796160387,607.1081752678439,445.9889890518
24,"/Imaging/ring_ph/210722_n2_tom4,15,60/00",n2,"tom4,15,60",-0.9955727,173.9278349046,227.65697954156863,124.6613552517647,-0.2923368275744724,12.3593541660119,29.267870573400398
25,"/Imaging/ring_ph/210722_n2_tom4,15,60/01",n2,"tom4,15,60",-1.8262167000000002,175.9868935839,207.7252834372549,139.4748124919608,-0.19657388274226875,22.78361030325481,28.7955027835986
26,"/Imaging/ring_ph/210722_n2_tom4,15,60/02",n2,"tom4,15,60",-5.983225299999998,26.0333848,6.14024470588235,46.75388027450979,0.7678288578113905,-30.140101210071556,-1.4534163447999981
27,"/Imaging/ring_ph/210816_nwg373_wt_tom4,15,60/00",nwg373,wt,316.60631999999987,1038.0616723000003,688.765157254902,1377.0186858823529,0.3331682213092621,671.0833269887911,497.2290509801999
28,"/Imaging/ring_ph/210816_nwg373_wt_tom4,15,60/01",nwg373,wt,270.54165999999987,1472.7279532999999,1270.6052860784314,1673.968347254902,0.1369852180330275,685.4561736323737,526.7963238741997
29,"/Imaging/ring_ph/210816_nwg373_wt_tom4,15,60/02",nwg373,wt,345.47928,1196.3701492,865.6029211764705,1516.186744901961,0.2731491504019595,762.6308167541712,553.6476859608
30,"/Imaging/ring_ph/211117_od58_11161000xfp_tom4,15,60/00",od58,11161000xfp,496.6193199999998,2200.8782300000003,2229.681158823529,2186.632070588235,-0.00974774342286138,1138.278840382105,879.5721320199998
31,"/Imaging/ring_ph/211117_od58_11161000xfp_tom4,15,60/01",od58,11161000xfp,437.9445199999999,2519.8509240000003,2419.635443137255,2631.9644137254895,0.04203202482472544,1112.8775692829063,876.3985807759999
32,"/Imaging/ring_ph/211117_od58_11161000xfp_tom4,15,60/02",od58,11161000xfp,455.82147000000003,2518.177424,2487.66578627451,2562.194154901961,0.01475850211601871,1141.97604368086,893.9843417760001
33,"/Imaging/ring_ph/211117_od58_11161000xfp_tom4,15,60/03",od58,11161000xfp,345.24356000000006,1885.0576500000002,1845.3695666666665,1931.486188235294,0.022801141255356993,861.0942355036597,673.2435911
